tag_id,timestamp_utc,value,unit,quality,exported_at_utc
GA-OLW.P-777.RUN_HRS,2026-09-05T00:00:00Z,33010.8,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.K-101.RUN_HRS,2026-09-03T14:00:00Z,149974.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.K-101B.RUN_HRS,2026-09-03T20:00:00Z,172003.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.K-101B.RUN_HRS,2026-09-04T10:00:00Z,172003.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.K-101A.RUN_HRS,2026-09-04T15:00:00Z,185519.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-301A.RUN_HRS,2026-09-03T21:00:00Z,98851.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-999.RUN_HRS,2026-09-04T15:00:00Z,111.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.K-101.RUN_HRS,2026-09-04T16:00:00Z,150000.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-999.RUN_HRS,2026-09-04T02:00:00Z,98.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-301A.RUN_HRS,2026-09-03T15:00:00Z,98845.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.G-402.RUN_HRS,2026-09-04T21:00:00Z,205223.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-999.RUN_HRS,2026-09-04T13:00:00Z,109.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.K-101.RUN_HRS,2026-09-03T15:00:00Z,149975.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.G-401.RUN_HRS,2026-09-04T19:00:00Z,210643.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.K-101B.RUN_HRS,2026-09-04T05:00:00Z,172003.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-301A.RUN_HRS,2026-09-04T14:00:00Z,4.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.K-101B.RUN_HRS,2026-09-04T19:00:00Z,172003.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-301B.RUN_HRS,2026-09-04T06:00:00Z,2465520.0,min,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-301B.RUN_HRS,2026-09-04T21:00:00Z,2466420.0,min,GOOD,2026-09-05T01:30:00Z
GA-JNR.G-402.RUN_HRS,2026-09-04T08:00:00Z,205210.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.G-402.RUN_HRS,2026-09-03T19:00:00Z,205197.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.PG.RUN_HRS,2026-09-04T05:00:00Z,415178.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.G-402.RUN_HRS,2026-09-04T03:00:00Z,205205.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-301A.RUN_HRS,2026-09-04T13:00:00Z,3.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.K-101A.RUN_HRS,2026-09-03T14:00:00Z,185494.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-999.RUN_HRS,2026-09-03T18:00:00Z,90.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.G-402.RUN_HRS,2026-09-03T20:00:00Z,205198.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.G-401.RUN_HRS,2026-09-04T03:00:00Z,210627.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-301A.RUN_HRS,2026-09-04T07:00:00Z,98861.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.K-101B.RUN_HRS,2026-09-04T18:00:00Z,172003.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.K-101B.RUN_HRS,2026-09-04T15:00:00Z,172003.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.K-101A.RUN_HRS,2026-09-05T00:00:00Z,185528.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.K-101.RUN_HRS,2026-09-04T01:00:00Z,149985.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.K-101.RUN_HRS,2026-09-03T17:00:00Z,149977.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.K-101.RUN_HRS,2026-09-04T23:00:00Z,150007.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.G-402.RUN_HRS,2026-09-04T17:00:00Z,205219.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-301B.RUN_HRS,2026-09-04T10:00:00Z,2465760.0,min,GOOD,2026-09-05T01:30:00Z
GA-OLW.K-101B.RUN_HRS,2026-09-04T23:00:00Z,172003.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.PRESS-2001.PV,2026-09-04T23:00:00Z,12.02,barg,GOOD,2026-09-05T01:30:00Z
GA-OLW.K-101A.RUN_HRS,2026-09-03T23:00:00Z,185503.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.K-101.RUN_HRS,2026-09-04T22:00:00Z,150006.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.PG.RUN_HRS,2026-09-04T23:00:00Z,415214.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.PG.RUN_HRS,2026-09-03T19:00:00Z,415158.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.G-402.RUN_HRS,2026-09-04T15:00:00Z,205217.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-777.RUN_HRS,2026-09-03T20:00:00Z,33008.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.G-401.RUN_HRS,2026-09-05T01:00:00Z,210649.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-301A.RUN_HRS,2026-09-04T18:00:00Z,8.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-301A.RUN_HRS,2026-09-04T21:00:00Z,11.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.K-101.RUN_HRS,2026-09-04T08:00:00Z,149992.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.PRESS-2001.PV,2026-09-04T13:00:00Z,12.75,barg,GOOD,2026-09-05T01:30:00Z
GA-JNR.G-401.RUN_HRS,2026-09-04T11:00:00Z,210635.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.G-401.RUN_HRS,2026-09-04T10:00:00Z,210634.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.K-101A.RUN_HRS,2026-09-04T02:00:00Z,185506.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.PRESS-2001.PV,2026-09-03T14:00:00Z,12.02,barg,GOOD,2026-09-05T01:30:00Z
GA-JNR.G-401.RUN_HRS,2026-09-03T14:00:00Z,210614.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-777.RUN_HRS,2026-09-04T09:00:00Z,33009.3,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-301B.RUN_HRS,2026-09-04T12:00:00Z,2465880.0,min,GOOD,2026-09-05T01:30:00Z
GA-JNR.G-401.RUN_HRS,2026-09-04T02:00:00Z,210626.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.K-101B.RUN_HRS,2026-09-04T20:00:00Z,172003.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.K-101B.RUN_HRS,2026-09-03T18:00:00Z,172003.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-777.RUN_HRS,2026-09-04T16:00:00Z,33010.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-301B.RUN_HRS,2026-09-04T16:00:00Z,2466120.0,min,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-999.RUN_HRS,2026-09-03T21:00:00Z,93.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-777.RUN_HRS,2026-09-04T19:00:00Z,33010.3,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-777.RUN_HRS,2026-09-03T17:00:00Z,33007.7,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-777.RUN_HRS,2026-09-04T07:00:00Z,33009.1,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.K-101B.RUN_HRS,2026-09-04T03:00:00Z,172003.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-301B.RUN_HRS,2026-09-03T19:00:00Z,2464860.0,min,GOOD,2026-09-05T01:30:00Z
GA-JNR.PG.RUN_HRS,2026-09-05T01:00:00Z,415218.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.K-101A.RUN_HRS,2026-09-04T00:00:00Z,185504.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-777.RUN_HRS,2026-09-04T20:00:00Z,33010.4,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.K-101B.RUN_HRS,2026-09-04T00:00:00Z,172003.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.PG.RUN_HRS,2026-09-04T10:00:00Z,415188.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-301A.RUN_HRS,2026-09-04T20:00:00Z,10.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.G-401.RUN_HRS,2026-09-04T17:00:00Z,210641.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-301B.RUN_HRS,2026-09-04T23:00:00Z,2466540.0,min,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-301B.RUN_HRS,2026-09-04T17:00:00Z,2466180.0,min,GOOD,2026-09-05T01:30:00Z
GA-JNR.G-401.RUN_HRS,2026-09-03T21:00:00Z,210621.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-301A.RUN_HRS,2026-09-04T08:00:00Z,98862.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.PRESS-2001.PV,2026-09-05T01:00:00Z,11.89,barg,GOOD,2026-09-05T01:30:00Z
GA-JNR.PRESS-2001.PV,2026-09-04T18:00:00Z,11.78,barg,GOOD,2026-09-05T01:30:00Z
GA-JNR.PG.RUN_HRS,2026-09-04T13:00:00Z,415194.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.K-101B.RUN_HRS,2026-09-04T16:00:00Z,172003.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.PRESS-2001.PV,2026-09-03T17:00:00Z,12.02,barg,GOOD,2026-09-05T01:30:00Z
CG-MBK.P-101.RUN_HRS,2026-09-04T02:00:00Z,63243.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-777.RUN_HRS,2026-09-03T23:00:00Z,33008.3,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.K-101.RUN_HRS,2026-09-04T13:00:00Z,149997.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.K-101A.RUN_HRS,2026-09-04T06:00:00Z,185510.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-301A.RUN_HRS,2026-09-04T03:00:00Z,98857.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.PRESS-2001.PV,2026-09-04T00:00:00Z,11.75,barg,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-301A.RUN_HRS,2026-09-04T00:00:00Z,98854.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-999.RUN_HRS,2026-09-04T11:00:00Z,107.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-301B.RUN_HRS,2026-09-04T03:00:00Z,2465340.0,min,GOOD,2026-09-05T01:30:00Z
CG-MBK.P-101.RUN_HRS,2026-09-03T17:00:00Z,63238.5,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.K-101.RUN_HRS,2026-09-04T14:00:00Z,149998.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.G-401.RUN_HRS,2026-09-03T15:00:00Z,210615.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.K-101B.RUN_HRS,2026-09-04T14:00:00Z,172003.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.K-101B.RUN_HRS,2026-09-04T22:00:00Z,172003.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-999.RUN_HRS,2026-09-03T14:00:00Z,86.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-301A.RUN_HRS,2026-09-03T22:00:00Z,98852.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.K-101A.RUN_HRS,2026-09-05T01:00:00Z,185529.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.K-101.RUN_HRS,2026-09-04T07:00:00Z,149991.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-301B.RUN_HRS,2026-09-04T05:00:00Z,2465460.0,min,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-777.RUN_HRS,2026-09-04T00:00:00Z,33008.4,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.K-101.RUN_HRS,2026-09-03T23:00:00Z,149983.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.PG.RUN_HRS,2026-09-03T18:00:00Z,415156.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.PG.RUN_HRS,2026-09-05T00:00:00Z,415216.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.K-101B.RUN_HRS,2026-09-04T07:00:00Z,172003.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-777.RUN_HRS,2026-09-03T16:00:00Z,33007.6,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.G-401.RUN_HRS,2026-09-04T12:00:00Z,210636.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.K-101.RUN_HRS,2026-09-05T01:00:00Z,150009.0,h,GOOD,2026-09-05T01:30:00Z
CG-MBK.P-101.RUN_HRS,2026-09-04T06:00:00Z,63245.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-777.RUN_HRS,2026-09-05T01:00:00Z,33010.9,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-301A.RUN_HRS,2026-09-03T14:00:00Z,98844.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.K-101A.RUN_HRS,2026-09-03T19:00:00Z,185499.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.PRESS-2001.PV,2026-09-04T08:00:00Z,13.19,barg,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-301B.RUN_HRS,2026-09-04T14:00:00Z,2466000.0,min,GOOD,2026-09-05T01:30:00Z
GA-OLW.K-101A.RUN_HRS,2026-09-04T13:00:00Z,185517.0,h,GOOD,2026-09-05T01:30:00Z
CG-MBK.P-101.RUN_HRS,2026-09-04T19:00:00Z,63251.5,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-777.RUN_HRS,2026-09-03T22:00:00Z,33008.2,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.K-101A.RUN_HRS,2026-09-04T10:00:00Z,185514.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-999.RUN_HRS,2026-09-04T06:00:00Z,102.0,h,GOOD,2026-09-05T01:30:00Z
CG-MBK.P-101.RUN_HRS,2026-09-04T05:00:00Z,63244.5,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.K-101B.RUN_HRS,2026-09-04T09:00:00Z,172003.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-301B.RUN_HRS,2026-09-04T07:00:00Z,2465580.0,min,GOOD,2026-09-05T01:30:00Z
CG-MBK.P-101.RUN_HRS,2026-09-04T18:00:00Z,63251.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-301A.RUN_HRS,2026-09-04T06:00:00Z,98860.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.K-101A.RUN_HRS,2026-09-04T01:00:00Z,185505.0,h,GOOD,2026-09-05T01:30:00Z
CG-MBK.P-101.RUN_HRS,2026-09-03T23:00:00Z,63241.5,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-301A.RUN_HRS,2026-09-04T11:00:00Z,1.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-777.RUN_HRS,2026-09-03T21:00:00Z,33008.1,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.PRESS-2001.PV,2026-09-03T20:00:00Z,12.24,barg,GOOD,2026-09-05T01:30:00Z
GA-JNR.PRESS-2001.PV,2026-09-04T01:00:00Z,11.68,barg,GOOD,2026-09-05T01:30:00Z
GA-JNR.G-402.RUN_HRS,2026-09-04T04:00:00Z,205206.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.G-401.RUN_HRS,2026-09-04T05:00:00Z,210629.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-999.RUN_HRS,2026-09-03T15:00:00Z,87.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.G-402.RUN_HRS,2026-09-04T12:00:00Z,205214.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.K-101.RUN_HRS,2026-09-04T11:00:00Z,149995.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-301A.RUN_HRS,2026-09-03T19:00:00Z,98849.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-301A.RUN_HRS,2026-09-05T01:00:00Z,15.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.PRESS-2001.PV,2026-09-03T15:00:00Z,11.99,barg,GOOD,2026-09-05T01:30:00Z
GA-OLW.K-101A.RUN_HRS,2026-09-04T22:00:00Z,185526.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-999.RUN_HRS,2026-09-04T14:00:00Z,110.0,h,GOOD,2026-09-05T01:30:00Z
CG-MBK.P-101.RUN_HRS,2026-09-04T21:00:00Z,63252.5,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.K-101A.RUN_HRS,2026-09-04T12:00:00Z,185516.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.PRESS-2001.PV,2026-09-03T16:00:00Z,12.5,barg,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-999.RUN_HRS,2026-09-04T03:00:00Z,99.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.G-402.RUN_HRS,2026-09-04T23:00:00Z,205225.0,h,GOOD,2026-09-05T01:30:00Z
CG-MBK.P-101.RUN_HRS,2026-09-04T20:00:00Z,63252.0,h,GOOD,2026-09-05T01:30:00Z
CG-MBK.P-101.RUN_HRS,2026-09-04T16:00:00Z,63250.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.K-101A.RUN_HRS,2026-09-03T20:00:00Z,185500.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.PRESS-2001.PV,2026-09-03T19:00:00Z,13.04,barg,GOOD,2026-09-05T01:30:00Z
GA-JNR.G-402.RUN_HRS,2026-09-04T18:00:00Z,205220.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.G-402.RUN_HRS,2026-09-04T11:00:00Z,205213.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.K-101.RUN_HRS,2026-09-04T10:00:00Z,149994.0,h,GOOD,2026-09-05T01:30:00Z
CG-MBK.P-101.RUN_HRS,2026-09-04T12:00:00Z,63248.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-999.RUN_HRS,2026-09-03T19:00:00Z,91.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.G-402.RUN_HRS,2026-09-04T09:00:00Z,205211.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.K-101.RUN_HRS,2026-09-03T18:00:00Z,149978.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.PG.RUN_HRS,2026-09-04T21:00:00Z,415210.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.G-402.RUN_HRS,2026-09-03T21:00:00Z,205199.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.G-401.RUN_HRS,2026-09-04T07:00:00Z,210631.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.K-101B.RUN_HRS,2026-09-03T16:00:00Z,172003.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.G-401.RUN_HRS,2026-09-04T00:00:00Z,210624.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-301B.RUN_HRS,2026-09-04T04:00:00Z,2465400.0,min,GOOD,2026-09-05T01:30:00Z
GA-JNR.K-101.RUN_HRS,2026-09-03T21:00:00Z,149981.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.K-101B.RUN_HRS,2026-09-04T11:00:00Z,172003.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.K-101A.RUN_HRS,2026-09-04T16:00:00Z,185520.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.PRESS-2001.PV,2026-09-04T06:00:00Z,11.7,barg,GOOD,2026-09-05T01:30:00Z
GA-OLW.K-101A.RUN_HRS,2026-09-04T20:00:00Z,185524.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.PRESS-2001.PV,2026-09-04T05:00:00Z,12.28,barg,GOOD,2026-09-05T01:30:00Z
GA-OLW.K-101B.RUN_HRS,2026-09-04T13:00:00Z,172003.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.K-101B.RUN_HRS,2026-09-04T12:00:00Z,172003.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-777.RUN_HRS,2026-09-04T13:00:00Z,33009.7,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.PRESS-2001.PV,2026-09-05T00:00:00Z,12.4,barg,GOOD,2026-09-05T01:30:00Z
GA-JNR.G-402.RUN_HRS,2026-09-03T14:00:00Z,205192.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.G-401.RUN_HRS,2026-09-04T09:00:00Z,210633.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-301A.RUN_HRS,2026-09-03T20:00:00Z,98850.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-999.RUN_HRS,2026-09-03T16:00:00Z,88.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-301A.RUN_HRS,2026-09-04T10:00:00Z,0.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-301B.RUN_HRS,2026-09-04T11:00:00Z,2465820.0,min,GOOD,2026-09-05T01:30:00Z
GA-JNR.G-401.RUN_HRS,2026-09-03T17:00:00Z,210617.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.G-402.RUN_HRS,2026-09-03T18:00:00Z,205196.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-999.RUN_HRS,2026-09-05T00:00:00Z,120.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.K-101.RUN_HRS,2026-09-04T12:00:00Z,149996.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.G-402.RUN_HRS,2026-09-04T16:00:00Z,205218.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.G-402.RUN_HRS,2026-09-04T13:00:00Z,205215.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-301B.RUN_HRS,2026-09-03T22:00:00Z,2465040.0,min,GOOD,2026-09-05T01:30:00Z
GA-JNR.G-401.RUN_HRS,2026-09-04T21:00:00Z,210645.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.G-402.RUN_HRS,2026-09-03T23:00:00Z,205201.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.K-101.RUN_HRS,2026-09-04T04:00:00Z,149988.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.PRESS-2001.PV,2026-09-03T23:00:00Z,12.42,barg,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-777.RUN_HRS,2026-09-04T17:00:00Z,33010.1,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-301A.RUN_HRS,2026-09-04T02:00:00Z,98856.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.K-101B.RUN_HRS,2026-09-05T01:00:00Z,172003.0,h,GOOD,2026-09-05T01:30:00Z
CG-MBK.P-101.RUN_HRS,2026-09-03T22:00:00Z,63241.0,h,GOOD,2026-09-05T01:30:00Z
CG-MBK.P-101.RUN_HRS,2026-09-04T23:00:00Z,63253.5,h,GOOD,2026-09-05T01:30:00Z
CG-MBK.P-101.RUN_HRS,2026-09-04T14:00:00Z,63249.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-301B.RUN_HRS,2026-09-03T15:00:00Z,2464620.0,min,GOOD,2026-09-05T01:30:00Z
GA-JNR.K-101.RUN_HRS,2026-09-04T17:00:00Z,150001.0,h,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-999.RUN_HRS,2026-09-04T07:00:00Z,103.0,h,GOOD,2026-09-05T01:30:00Z
GA-JNR.PRESS-2001.PV,2026-09-04T14:00:00Z,12.69,barg,GOOD,2026-09-05T01:30:00Z
GA-OLW.P-301B.RUN_HRS,2026-09-04T22:00:00Z,2466480.0,min,GOOD,2026-09-05T01:30:00Z
